quote,author
"My Dearest <NAME>, <NAME> can’t explain why two specific people are magnetically drawn to each other instead of repelled. Only love can.","Colleen Oakley,"
"To the One I Cherish, <NAME>, <NAME> is the opposite of fear and it lights the flames of a million hearts.",Amy Leigh Mercree
"To the One I Cherish, <NAME>, <NAME> wanna love me for the rest of your life?","whoknows,"
"To the One I Cherish, <NAME>, <NAME> are a gift from above for they truly define the words unconditional love.","Heather Wolf,"
"My Love, <NAME>, <NAME> look all frail and breakable, but you're really a violent little thing, aren't you?","Rebecca Yarros,"
"Dearest <NAME>, <NAME> darling, that’s what love is. It’s some power greater than you and me, that draws us to one special person.","Jodi Picoult,"
"Dearest <NAME>, <NAME> I don't want the love at first sight",Sowmya Thejomoorthy
"My Love, <NAME>, I can't live without the sun shining down on my face, and I can't dream without the stars kissing me goodnight.","S.L. Jennings,"
"My Love, <NAME>, I still have that feeling the first time we met every time I see you.",Jayson Engay
"My Beloved <NAME>, <NAME> says, Compete with each other. <NAME> says, <NAME> each other. Empathy says, Help each other. <NAME> says, Empower each other.",Matshona Dhliwayo
"To the One I Cherish, <NAME>, <NAME> believe in love, just as a child believes in <NAME> <NAME> or a fairy tale.","Abhaidev,"
"Dearest <NAME>, I know in that moment, even though it could not be more ridiculous, that if I die in there, I won't die without falling in love.","Rachael Lippincott,"
"My Dearest <NAME>, It is impossible to be hurt by someone you love contrary to popular belief. Only something or someone you fear can hurt you.","Frederick Dodson,"
"My Dearest <NAME>, <NAME> for me is",Sandesh Hukpachongbang
"My Dearest <NAME>, <NAME> have no choice. <NAME> must leave your ego on the doorstep before you enter love.",Kamand Kojouri
"My Beloved <NAME>, <NAME> is like dried flowers sometimes. <NAME> though you watch the petals shrink and change colour, you cannot help treasuring them",Munia Khan
"Dearest <NAME>, <NAME> and I","Ayushee Ghoshal ,"
"To the One I Cherish, <NAME>, <NAME> starts as a feeling,","Justin Wetch,"
"To the One I Cherish, <NAME>, your voice is a place i want to take shelter in, a place that makes me feel safe and soft.","Zaeema J. Hussain,"
"To the One I Cherish, <NAME>, <NAME> is a place where all the dogs you've ever loved come to greet you.","Oliver Gaspirtz,"
"To the One I Cherish, <NAME>, If you do not love me I shall not be loved.",Samuel Beckett
"Dearest <NAME>, <NAME> you love me enough that I am allowed to be damaged? <NAME> you love me enough that I am allowed to be weak in some places?","Khadija Rupa,"
"To the One I Cherish, <NAME>, YOU are your own guru. YOU are your own soul mate. YOU are powerful. <NAME> the reigns and drive your carriage home to love.",Amy Leigh Mercree
"To the One I Cherish, <NAME>, I didn't want to be the woman who gave herself over willingly to the first man to notice her. I didn't want to be the stupid girl in every novel who loved without question and entered relationships that didn't make sense.","Destinee Hardwick,"
"Dearest <NAME>, I’m wrapped in you.",Tatjana Ostojic
"My Love, <NAME>, I only wrote prose before I met you.",Kamand Kojouri
"My Beloved <NAME>, <NAME> is not a forest fire that burns intensely,","J. Conrad Guest,"
"My Beloved <NAME>, I am here, I will always be here. <NAME> you, loving you.",Jayson Engay
"My Love, <NAME>, I loved being near you. <NAME> though I felt that bubble you had around you, even though I never quite knew what you were thinking, damn, did I love being near you. <NAME> I knew you would rip me apart and drown me. <NAME> I knew we wouldn’t last. It didn’t matter. <NAME> were my sun. I loved feeling you upon me, around me, between me. <NAME> though you could only love me from a distance, I didn’t care. I never felt more warmth inside of me than when you were against me.",Jacqueline Simon Gunn
"My Love, <NAME>, <NAME> are temporary and often forgotten; love is forever and always remembered.",Ken Poirot
"My Love, <NAME>, <NAME> fall in love with stargazers – always with accelerated affection. <NAME> love disappears in the blink of an eye like a shooting star.",RSCruz
"Dearest <NAME>, <NAME> is nothing more graceful and powerful than the ability to respond to life (in all situations) with love and acceptance.",debbie lynn - 360 degrees full circle
"My Dearest <NAME>, It's so loud inside my head, with those words I want to say to you.",Jayson Engay
"Dearest <NAME>, <NAME> is it written in stone that you must love in only one way, only one person, only one time. <NAME> haven't missed your shot at love, because love isn't just one thing.","Rosiee Thor,"
"Dearest <NAME>, because love doesn't need to last forever in order to make a lasting impression.","Heidi Priebe,"
"Dearest <NAME>, <NAME> when we do our very best to treat those close to us with utmost respect and understanding, conflict happens. <NAME> life. <NAME> human nature.","Sharon Salzberg,"
"To the One I Cherish, <NAME>, <NAME> love, things disperse around; love holds things tightly! It prevents them to move away and disappear on the horizons!",Mehmet Murat ildan
"To the One I Cherish, <NAME>, If you spend time judging and criticizing people, you will not have time to heal from your pain or brokenness. <NAME> cannot love yourself when you judge or criticize others who are created in <NAME> image and after His <NAME> which you are also created. <NAME> cannot operate from a space of pain. <NAME> and hurt cannot reside in the same space.","Kemi Sogunle,"
"My Love, <NAME>, A hundred pages of me fighting the conformity of love for a boy I simply loved from the start. From the day I met his heart, to the day I had to let it go. I love you more than I planned, <NAME>.","Happydays1d,"
"Dearest <NAME>, <NAME> is so supremely important. As our great poet <NAME> said, '<NAME> each other or perish","Mitch Albom,"
"My Beloved <NAME>, <NAME> present to yourself in love and with kindness is the ultimate gift.",Amy Leigh Mercree
"Dearest <NAME>, <NAME> is stronger than a stone. <NAME> is taller than a mountain. <NAME> is wider than an ocean.",Matshona Dhliwayo
"Dearest <NAME>, I will love you tomorrow",Richard L.  Ratliff
"My Dearest <NAME>, I have poured my heart out ….",Ranata Suzuki
"Dearest <NAME>, <NAME> only place I ever felt at home was with you. <NAME> isn’t a place for me anywhere anymore… I’ve been evicted.",Ranata Suzuki
"To the One I Cherish, <NAME>, I was so blessed.",Kamand Kojouri
"My Love, <NAME>, <NAME> is just a slide. <NAME> and forth between loving and leaving, remembering and forgetting, holding on and letting go.",Nicole  Lyons
"My Love, <NAME>, <NAME> laugh, her laugh was the sound that brought him out of the darkness and into the light. <NAME> laugh dragged him, by his damn collar, through the bullshit clouding his mind and infecting his thoughts.","Anna Todd,"
"My Beloved <NAME>, <NAME> is the only weapon I have, I will defend with love, I will attack with love.",Amit Kalantri
"To the One I Cherish, <NAME>, For a dark street, sunshine is most welcome; for a wounded soul, love is most welcome!",Mehmet Murat ildan
"My Dearest <NAME>, <NAME> that are merely based on practicality or utility will ultimately make us feel lonely.",Tatjana Ostojic
"Dearest <NAME>, <NAME> every 'I love you', there is an invisible 'until'.",Tatjana Ostojic
"Dearest <NAME>, <NAME> is a longing for becoming one with another human being that nobody of us can avoid.",Tatjana Ostojic
"To the One I Cherish, <NAME>, When it comes to love, <NAME> rules blur, and traditions fade,","Rose B. Mashal,"
"My Beloved <NAME>, <NAME> love story has only love between two people but do not have 'they lived happily ever after","Santosh Avvannavar,"
"My Dearest <NAME>, <NAME> love we say we feel for another is, in most cases, just a selfish hunt for our own happiness.",Tatjana Ostojic
"My Beloved <NAME>, I am sure that <NAME> has given all his time in making you, the remaining human race has been created in haste.","Amit Kalantri,"
"My Beloved <NAME>, Why, <NAME> why would it irritate me? <NAME> you think that being loved by you is something to be ashamed of? I don't.","Andrew Ashling,"
"My Beloved <NAME>, <NAME> people who experienced love their whole lives, in childhood and all throughout, do not know the worth of being loved as adults. People fed love on silver spoons don't feel the weight of love anymore. <NAME> don't feel the value of it because they always had it anyway. <NAME> are insatiable, they don't trust it, they always ask you for more! <NAME> shits! It's the people who had to pull love out of cracks in the wall and out of holes in trees, who know the value of love, who feel the weight of love, even the smallest ounce of it! <NAME> people who weren't loved. <NAME> worth their weight in gold.",C. JoyBell C.
"My Dearest <NAME>, <NAME> when you experience something wonderful, everything else loses its shine.","M.E.  Vaughan,"
"My Beloved <NAME>, If you love me help me to become more of who I am.","Nancy Omar,"
"My Love, <NAME>, A circle's unity and never ending smoothness is how we can aim to feel inside. Smooth, gentle, accepted, no rough edges, only love for all parts of our selves.",Amy Leigh Mercree
