quote,author
“I was so blessed.,Kamand Kojouri
"“Life is just a slide. Back and forth between loving and leaving, remembering and forgetting, holding on and letting go.”",Nicole  Lyons
"“Her laugh, her laugh was the sound that brought him out of the darkness and into the light. Her laugh dragged him, by his damn collar, through the bullshit clouding his mind and infecting his thoughts.”","Anna Todd,"
"“Love' is the only weapon I have, I will defend with love, I will attack with love.”",Amit Kalantri
"“For a dark street, sunshine is most welcome; for a wounded soul, love is most welcome!”",Mehmet Murat ildan
“Relationships that are merely based on practicality or utility will ultimately make us feel lonely.”,Tatjana Ostojic
"“Behind every 'I love you', there is an invisible 'until'.”",Tatjana Ostojic
“Love is a longing for becoming one with another human being that nobody of us can avoid.”,Tatjana Ostojic
"“When it comes to love, Princess, rules blur, and traditions fade,”","Rose B. Mashal,"
“Epic love story has only love between two people but do not have 'they lived happily ever after”,"Santosh Avvannavar,"
"“The love we say we feel for another is, in most cases, just a selfish hunt for our own happiness.”",Tatjana Ostojic
"“I am sure that God has given all his time in making you, the remaining human race has been created in haste.”","Amit Kalantri,"
"“Why, Andrew, why would it irritate me? Do you think that being loved by you is something to be ashamed of? I don't.”","Andrew Ashling,"
"“Many people who experienced love their whole lives, in childhood and all throughout, do not know the worth of being loved as adults. People fed love on silver spoons don't feel the weight of love anymore. They don't feel the value of it because they always had it anyway. They are insatiable, they don't trust it, they always ask you for more! Fucking shits! It's the people who had to pull love out of cracks in the wall and out of holes in trees, who know the value of love, who feel the weight of love, even the smallest ounce of it! Love people who weren't loved. They're worth their weight in gold.”",C. JoyBell C.
"“Sometimes when you experience something wonderful, everything else loses its shine.”","M.E.  Vaughan,"
“If you love me help me to become more of who I am.”,"Nancy Omar,"
"“A circle's unity and never ending smoothness is how we can aim to feel inside. Smooth, gentle, accepted, no rough edges, only love for all parts of our selves.”",Amy Leigh Mercree
“عشقه که آدما ابله میکنه یا فقط ادمای احمق عاشق میشن؟”,"Orhan Pamuk,"
"“Frozen in time, captured in memories, filled in passion, she melted in love before his eyes.”",Luffina Lourduraj
“Soul mate romance dissolves the superficial and touches your deepest heart with the delightful power of love.”,Amy Leigh Mercree
"“All love is bittersweet. Love is inexplicable; it is part poetry and part masochism. Part of love is the loss of self-control because one must openly surrender their sense of an exclusive self to the manic powers of love. The personal act of surrender to a lover leaves one vulnerable to entanglement in a maze of emotions. When we fall in love, our lover’s happiness and well-being assumes the primary role in our mind, they become copilots of our souls. When we are in love for the first time, we feel what it means to become a complete person; we identify who we are by seeing our reflection in our lover’s eye; and we sense what we might become when infused with love. When our lover leaves us, we feel vexed and vacant because we recognize that they took up such a large part of what made us feel intoxicated with life. When our lover abandons us, we lose our sense of self; we temporarily cease to exist as a whole person, and we must reconstruct the shattered remnants of oneself in the wake of a love lost.”","Kilroy J. Oldster,"
“Love is my mother. Joy is my sister. Knowledge is brother. Wisdom is my soulmate.”,Matshona Dhliwayo
"“Lovers never hate, haters never love.”",Matshona Dhliwayo
"“Successful people do what they love, not what they are told to do.”","Gordana Biernat,"
"“I've wondered. Of course I have. And I love Byatt more than anything, more than myself, more than the life I had before Raxter. But I know the warmth in my heart when I look at her. How it burns smooth and even, without a spark.”","Rory Power,"
"“Oh, I hate him,' she said, and I noticed a flush of colour come into her cheeks and the manner in which the fingers of her left hand dug into her palm, as if she wanted something to take away the pain. 'I absolutely detest him. Afterwards, I didn't feel very much at all for a week or two. I suppose I was in shock. But then the fury rose and it hasn't subsided since. Sometimes I find it difficult to control. I think it was around the time that everyone stopped asking me whether I was all right, when lives went back to how they had been before. Had he been in Dublin I might well have gone over there, broken down his door and stabbed him as he slept. Fortunately for him, he was in Madagascar with his lepers.' (p. 268)”","John Boyne,"
"“I Loved One, Not Many ; Many Loved It, Not One”",Syed Sharukh
"“There were things one could do, things so terrible, Val was certain they could make someone stop loving you. She was equally certain that she had done some of these things, and as desperate as she was to be proven otherwise, she was equally afraid that she was right. That she had become as awful as the rest of the world seemed to think she was. That she was unlovable.”","Nenia Campbell,"
“the one,Sanober Khan
“and the afterglow...,"Sanober Khan,"
"“She's magic, Cassandra. A single flower blooming in an endless desert.”","Anne Bishop,"
